I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,I53,I54,I55,I56,I57,I58,I59,I60,I61,I62,I63
101786,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5.03190613,-51.9046021,11,-999,-999,0,3.900594,-13.6140051,4.1312294,15.8495979,-1.84546185,-0.651812911,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.561998844,-0.269561648,-74.2905579,4,1,-170.92128,0,2.94591641,0.045842912,2.99965,1201.27783,2.9794085,20.9097481,6.06524038,0,0,3
101791,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-52,11,-999,-999,0,3.900594,-13.6140051,4.1312294,15.8495979,-1.84546185,-0.651812911,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.561998844,-0.269561648,-74.2905579,4,1,-170.92128,0,2.94591641,0.045842912,2.99965,1201.84509,3.60440755,20.908062,5.99228191,0,0,3
101796,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5.016078,-51.1208038,9,-999,-999,0,1.57575989,-13.878788,3.99607277,14.2023029,-1.72567689,-0.617636085,9,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.547263443,-0.240507394,-75.4775696,4,1,-170.806778,0,2.98572779,0.168711275,2.99525213,1169.00708,4.20554829,20.8950272,5.92130852,0,0,3
101801,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5.016078,-51.1208038,9,-999,-999,0,1.57575989,-13.878788,3.99607277,14.2023029,-1.72567689,-0.617636085,9,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.547263443,-0.240507394,-75.4775696,4,1,-170.806778,0,2.98572779,0.168711275,2.99525213,1167.62244,4.74731779,20.8607464,5.85381031,0,0,3
101806,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-51,12,-999,-999,0,1.08108521,-13.9729729,4.26835775,15.5294762,-1.69914317,-0.612748682,12,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.540139377,-0.245035142,-76.2007294,4,1,-170.682419,0,3.0324254,0.198990807,2.99339318,1162.11035,5.25974798,20.8129349,5.78909779,0,0,3
101811,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5.00303173,-50.1138458,11,-999,-999,0,0,-14,4.5816226,13.8285866,-1.69914317,-0.612748682,12,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.540139377,-0.245035142,-76.2007294,4,1,-170.682419,0,3.0324254,0.198990807,2.99339318,1160.5022,5.72872543,20.7412586,5.71907949,0,0,3
101816,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-50,11,-999,-999,0,0,-14,4.5816226,13.8285866,-1.63943505,-0.60003984,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.539337873,-0.239614159,-76.6734695,4,1,-170.631104,0,3.04584694,0.251756668,2.98941803,1160.25244,6.12564707,20.6365032,5.64672613,0,0,3
101821,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5.00105762,-49.888916,10,-999,-999,0,-0.323532104,-14.0588226,4.87893438,15.0422602,-1.63943505,-0.60003984,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.539337873,-0.239614159,-76.6734695,4,1,-170.631104,0,3.04584694,0.251756668,2.98941803,1158.74316,6.46773243,20.5049438,5.55821323,0,0,3
101826,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-50,10,-999,-999,0,-0.323532104,-14.0588226,4.87893438,15.0422602,-1.69584942,-0.620864153,10,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.557779789,-0.251013398,-77.0980453,4,1,-170.586365,0,3.03241897,0.266745895,2.98811746,1188.07385,6.79153109,20.3511047,5.48182106,0,0,3
101831,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5.00025654,-49.1121292,10,-999,-999,0,-1.55262756,-13.9736824,5.24845791,15.7359543,-1.69584942,-0.620864153,10,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.557779789,-0.251013398,-77.0980453,4,1,-170.586365,0,3.03241897,0.266745895,2.98811746,1188.38379,7.04978514,20.1763744,5.39986658,0,0,3
101836,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,4.99998331,-48.1331787,12,-999,-999,0,-1.71875,-13.84375,8.08313847,14.7782526,-1.59106839,-0.595208943,12,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.554593027,-0.234273791,-73.8432159,4,1,-170.472198,0,3.03615713,0.159257799,2.99576974,1175.29041,7.29253435,19.9812965,5.31652975,0,0,3
101841,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-48,12,-999,-999,0,-1.71875,-13.84375,8.08313847,14.7782526,-1.59106839,-0.595208943,12,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.554593027,-0.234273791,-73.8432159,4,1,-170.472198,0,3.03615713,0.159257799,2.99576974,1174.82141,7.49054241,19.7700901,5.23277807,0,0,3
101846,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,4.9999218,-47.098381,12,-999,-999,0,-2.8125,-13.8125,6.78250408,15.1170082,-1.54055107,-0.582974672,12,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.556262791,-0.222061455,-75.8300476,4,1,-170.281662,0,3.06445241,0.311853051,2.98374748,1161.4209,7.64594221,19.5383091,5.14397001,0,0,3
101851,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-47,12,-999,-999,0,-2.8125,-13.8125,6.78250408,15.1170082,-1.54055107,-0.582974672,12,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.556262791,-0.222061455,-75.8300476,4,1,-170.281662,0,3.06445241,0.311853051,2.98374748,1160.20862,7.735147,19.2924824,5.06022882,0,0,3
101856,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,4.24492979,-46.8153419,11,-999,-999,0,-3.42424011,-13.636364,9.90203094,14.6493397,-1.54515028,-0.564446568,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.561498582,-0.216342852,-72.4307861,4,1,-170.066986,0,3.06003499,0.100465521,2.99831748,1154.71631,7.75576639,19.0354633,4.980515,0,0,3
101861,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,4,-47,11,-999,-999,0,-3.42424011,-13.636364,9.90203094,14.6493397,-1.54515028,-0.564446568,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.561498582,-0.216342852,-72.4307861,4,1,-170.066986,0,3.06003499,0.100465521,2.99831748,1153.27344,7.71706915,18.7648067,4.89380407,0,0,3
101866,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,3.98647785,-46.0463943,11,-999,-999,0,-3.96969604,-13.4545441,10.1258793,14.5380259,-1.54048395,-0.555984557,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.573024392,-0.209798709,-72.2522049,4,1,-169.893188,0,3.08471727,0.101607412,2.99827886,1153.81567,7.61713409,18.4825287,4.80805159,0,0,3
101871,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,4,-46,11,-999,-999,0,-3.96969604,-13.4545441,10.1258793,14.5380259,-1.54048395,-0.555984557,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.573024392,-0.209798709,-72.2522049,4,1,-169.893188,0,3.08471727,0.101607412,2.99827886,1152.51013,7.46871424,18.1928234,4.71820784,0,0,3
101876,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,3.92721367,-45.0890808,11,-999,-999,0,-3.87878418,-12.757576,9.05603123,14.4342394,-1.53369975,-0.550683081,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.577269495,-0.209746346,-73.4931259,4,1,-169.742905,0,3.10533834,0.162897438,2.99557447,1154.25757,7.27220106,17.8948154,4.6307807,0,0,3
101881,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,3.92721367,-45.0890808,11,-999,-999,0,-3.87878418,-12.757576,9.05603123,14.4342394,-1.53369975,-0.550683081,11,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.577269495,-0.209746346,-73.4931259,4,1,-169.742905,0,3.10533834,0.162897438,2.99557447,1153.15039,7.04455471,17.5885162,4.54284048,0,0,3
101886,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,3.93452978,-44.0728149,14,-999,-999,0,-4.09375,-12.59375,9.74851227,14.6733437,-1.53300273,-0.547380447,14,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.59644407,-0.204734564,-72.4748077,4,1,-169.586273,0,3.09267783,0.134528801,2.9969821,1157.72681,6.75942898,17.2700615,4.44620419,0,0,3
101891,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,3.93452978,-44.0728149,14,-999,-999,0,-4.09375,-12.59375,9.74851227,14.6733437,-1.53300273,-0.547380447,14,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.59644407,-0.204734564,-72.4748077,4,1,-169.586273,0,3.09267783,0.134528801,2.9969821,1156.96973,6.43691587,16.9509449,4.35415792,0,0,3
101896,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-42,15,-999,-999,0,-3.69999695,-11.8333321,9.70362473,13.9774294,-1.49111724,-0.560842156,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.60758543,-0.206466883,-72.2474213,4,1,-169.443909,0,3.12097383,0.214629054,2.99231267,1165.35315,6.0957427,16.6304779,4.26482105,0,0,3
101901,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,4.98790073,-41.0130844,15,-999,-999,0,-3,-11.5,10.3531008,14.3490114,-1.49111724,-0.560842156,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.60758543,-0.206466883,-72.2474213,4,1,-169.443909,0,3.12097383,0.214629054,2.99231267,1165.14453,5.73484659,16.3100395,4.17394543,0,0,3
101906,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-999,-999,-999,0,5,-41,15,-999,-999,0,-3,-11.5,10.3531008,14.3490114,-1.49211371,-0.554282665,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.623605192,-0.212365016,-71.1163025,4,1,-169.307114,0,3.15288234,0.136353388,2.99689984,1166.73291,5.35440159,15.9954891,4.09473896,0,0,3
101911,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-11.5,55.8000031,21.7093849,6.41065693,5.05938005,-39.9408302,16,-999,-999,0,-2.35897064,-10.8205109,10.4877663,15.8232756,-1.49211371,-0.554282665,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.623605192,-0.212365016,-71.1163025,4,1,-169.307114,0,3.15288234,0.136353388,2.99689984,1166.63867,4.95474815,15.6975927,4.02907991,0,0,3
101916,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-11.5,55.8000031,21.7093849,6.41065693,5,-40,16,-999,-999,0,-2.35897064,-10.8205109,10.4877663,15.8232756,-1.47954249,-0.54268682,16,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.573759854,-0.212722659,-66.3666229,6,1,-169.171753,0,3.14037919,0.0842349008,2.99881744,1159.5127,4.54437828,15.3911324,3.96237564,0,0,3
101921,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-7.75,56.25,13.8702536,15.4193487,5.05907822,-38.9408798,15,-999,-999,0,-2.03030396,-10.5454521,10.1230478,14.5384541,-1.47954249,-0.54268682,16,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.573759854,-0.212722659,-66.3666229,6,1,-169.171753,0,3.14037919,0.0842349008,2.99881744,1159.01611,4.15459061,15.0915279,3.88427973,0,0,3
101926,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-7.75,56.25,13.8702536,15.4193487,5.04128075,-37.9586258,15,-999,-999,0,-1.3125,-9.8125,8.6446991,14.806035,-1.43701625,-0.525337279,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.591415763,-0.18648693,-71.4133301,6,1,-169.05043,0,3.18811822,0.153305531,2.99608016,1165.01135,3.7449913,14.8032103,3.80932426,0,0,3
101931,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-8.81817627,55.7272797,12.1454668,15.9672623,5,-38,15,-999,-999,0,-1.3125,-9.8125,8.6446991,14.806035,-1.43701625,-0.525337279,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.591415763,-0.18648693,-71.4133301,6,1,-169.05043,0,3.18811822,0.153305531,2.99608016,1164.90564,3.34963012,14.5288143,3.73372269,0,0,3
101936,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-8.81817627,55.7272797,12.1454668,15.9672623,5.77953625,-36.9753876,13,-999,-999,0,-0.802343011,-9.34032536,8.6446991,14.8043289,-1.4411068,-0.536652923,13,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.6048733,-0.191385403,-72.5469131,6,1,-168.953247,0,3.20200133,0.176377311,2.99481082,1171.48108,2.96717834,14.2672157,3.65932918,0,0,3
101941,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-9.58332825,55.2083359,13.273818,15.682373,6,-37,13,-999,-999,0,-0.802343011,-9.34032536,8.6446991,14.8043289,-1.4411068,-0.536652923,13,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.6048733,-0.191385403,-72.5469131,6,1,-168.953247,0,3.20200133,0.176377311,2.99481082,1171.77283,2.53331733,14.0112371,3.59437275,0,0,3
101946,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-9.58332825,55.2083359,13.273818,15.682373,6,-37,13,-999,-999,0,-0.802343011,-9.34032536,8.6446991,14.8043289,-1.47779202,-0.535005093,13,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.619322062,-0.187499613,-71.4803238,6,1,-168.872589,0,3.19362164,0.193050534,2.99378228,1169.38513,2.07482886,13.7605085,3.53035092,-1,0,3
101951,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-10.3181763,54.8181839,12.6427317,14.7422447,7,-36,15,-999,-999,0,0.441177368,-8.82352829,8.48019981,14.6140881,-1.47779202,-0.535005093,13,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.619322062,-0.187499613,-71.4803238,6,1,-168.872589,0,3.19362164,0.193050534,2.99378228,1169.52332,1.58347642,13.513938,3.46699357,-1,0,3
101956,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-12.1818161,54.3636398,14.7997818,12.7462921,7.09257603,-34.9936295,15,-999,-999,0,1,-8.5,9.90973568,14.7378273,-1.47121584,-0.551900506,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.630205691,-0.19112353,-71.6407547,6,1,-168.77861,0,3.23834395,0.171808973,2.99507642,1169.10217,1.04052424,13.2703753,3.40929246,0,0,3
101961,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-12.1818161,54.3636398,14.7997818,12.7462921,7,-35,15,-999,-999,0,1,-8.5,9.90973568,14.7378273,-1.47121584,-0.551900506,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.630205691,-0.19112353,-71.6407547,6,1,-168.77861,0,3.23834395,0.171808973,2.99507642,1169.21167,0.455538958,13.0322657,3.35147357,0,0,3
101966,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-12.1818161,54.3636398,14.7997818,12.7462921,7.14100504,-33.9971924,16,-999,-999,0,1.78497207,-7.9583292,9.90973568,14.717823,-1.47553563,-0.537886679,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.648426533,-0.196264386,-68.9977493,6,1,-168.656921,0,3.22182989,0.0227924064,2.99991345,1175.65784,-0.160844371,12.8013639,3.30482054,0,0,3
101971,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-12.1818161,54.3636398,14.7997818,12.7462921,8.62056923,-32.998909,16,-999,-999,0,2.80000305,-7.82857132,7.03237391,14.9768267,-1.47553563,-0.537886679,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.648426533,-0.196264386,-68.9977493,6,1,-168.656921,0,3.22182989,0.0227924064,2.99991345,1176.14014,-0.7996822,12.574604,3.26068783,0,0,3
101976,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-12.1818161,54.3636398,14.7997818,12.7462921,8.62056923,-32.998909,16,-999,-999,0,2.80000305,-7.82857132,7.03237391,14.9768267,-1.42172348,-0.546357989,16,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.662523031,-0.19459866,-69.8899078,6,1,-168.514664,0,3.21451426,0.230367288,2.99114203,1175.60938,-1.46522081,12.3558826,3.21113229,0,0,3
101981,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-12.1818161,54.3636398,14.7997818,12.7462921,8.62056923,-32.998909,16,-999,-999,0,2.80000305,-7.82857132,7.03237391,14.9768267,-1.42172348,-0.546357989,16,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.662523031,-0.19459866,-69.8899078,6,1,-168.514664,0,3.21451426,0.230367288,2.99114203,1176.03101,-2.11058545,12.1473064,3.16616178,0,0,3
101986,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-16.5652161,53.4347839,12.5583496,15.5554657,9.0968914,-31.9996567,15,-999,-999,0,4.06060791,-7.60606003,8.95302773,14.8443279,-1.40452921,-0.533886313,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.667356372,-0.220772117,-70.6860352,6,1,-168.34053,0,3.27181673,0.0266883336,1.99982202,1168.90747,-2.73539305,11.94765,3.12015986,0,0,3
101991,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-16.5652161,53.4347839,12.5583496,15.5554657,9.93952274,-30.9999428,19,-999,-999,0,4.75,-7.59375,7.3443346,14.7794886,-1.40452921,-0.533886313,15,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.667356372,-0.220772117,-70.6860352,6,1,-168.34053,0,3.27181673,0.0266883336,1.99982202,1168.88684,-3.31950474,11.7537642,3.07696533,0,0,3
101996,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-16.5652161,53.4347839,12.5583496,15.5554657,10,-31,19,-999,-999,0,4.75,-7.59375,7.3443346,14.7794886,-1.38993979,-0.532745957,19,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.685954988,-0.211891264,-70.8455505,6,1,-168.11879,0,3.2802496,0.103582442,1.99731588,1167.12061,-3.90149736,11.5667381,3.03117085,0,0,3
102001,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-16.5652161,53.4347839,12.5583496,15.5554657,10.9191103,-30.0000305,19,-999,-999,0,6.53334045,-7.29999542,5.90294743,14.485981,-1.38993979,-0.532745957,19,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.685954988,-0.211891264,-70.8455505,6,1,-168.11879,0,3.2802496,0.103582442,1.99731588,1166.9989,-4.46338224,11.3826389,2.98348117,0,0,3
102006,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-18.3809509,52.7619095,12.3707047,15.026269,11,-30,19,-999,-999,0,6.53334045,-7.29999542,5.90294743,14.485981,-1.37775791,-0.536139488,19,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.700783253,-0.213034481,-70.9942169,6,1,-167.896759,0,3.28156376,0.130970389,1.99570715,1169.04773,-4.98683739,11.2057714,2.93496585,0,0,3
102011,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-18.3809509,52.7619095,12.3707047,15.026269,11.1833763,-29.755043,20,-999,-999,0,7.45277214,-7.12202168,5.90294743,14.5984459,-1.37775791,-0.536139488,19,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.700783253,-0.213034481,-70.9942169,6,1,-167.896759,0,3.28156376,0.130970389,1.99570715,1169.05359,-5.48493576,11.0281429,2.88490534,0,0,3
102016,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-18.3809509,52.7619095,12.3707047,15.026269,11.1833763,-29.755043,20,-999,-999,0,7.45277214,-7.12202168,5.90294743,14.5984459,-1.39257038,-0.53130877,20,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.707140505,-0.221232355,-71.0280151,6,1,-167.688385,0,3.26519346,0.0814035684,1.99834263,1166.56799,-5.94826221,10.849618,2.83106804,0,0,3
102021,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20,52.5238113,12.0639858,15.8111811,12.7031078,-29.0135059,18,-999,-999,0,8.64372253,-6.94818687,5.90294743,14.5984459,-1.39257038,-0.53130877,20,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.707140505,-0.221232355,-71.0280151,6,1,-167.688385,0,3.26519346,0.0814035684,1.99834263,1166.42676,-6.36439705,10.6746597,2.77630281,0,0,3
102026,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20,52.5238113,12.0639858,15.8111811,12.7031078,-29.0135059,18,-999,-999,0,8.64372253,-6.94818687,5.90294743,14.5984459,-1.3866024,-0.554019809,18,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.720125914,-0.23460111,-71.2094421,6,1,-167.511414,0,3.2313025,0.113304168,1.99678791,1170.28687,-6.74857569,10.4943914,2.72201347,0,0,3
102031,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.8571396,52.3333359,12.4141226,15.1238708,13.1645107,-28.0727768,19,-999,-999,0,9.83467293,-6.77435207,5.90294743,14.5984459,-1.3866024,-0.554019809,18,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.720125914,-0.23460111,-71.2094421,6,1,-167.511414,0,3.2313025,0.113304168,1.99678791,1170.37793,-7.10845995,10.3018608,2.66388512,0,0,3
102036,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.8571396,52.3333359,12.4141226,15.1238708,13.1645107,-28.0727768,19,-999,-999,0,9.83467293,-6.77435207,5.90294743,14.5984459,-1.36556864,-0.545113325,19,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.726923823,-0.242153943,-70.7996216,6,1,-167.339081,0,3.23324084,0.0761715621,1.99854887,1163.89746,-7.42110109,10.0958042,2.60674858,0,0,3
102041,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-21.9583282,52.0416718,13.4105358,15.9832258,14.7382011,-27.0654659,22,-999,-999,0,11.0256233,-6.60051727,5.90294743,14.5984459,-1.36556864,-0.545113325,19,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.726923823,-0.242153943,-70.7996216,6,1,-167.339081,0,3.23324084,0.0761715621,1.99854887,1163.6001,-7.68273449,9.872962,2.55102801,0,0,3
102046,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-21.9583282,52.0416718,13.4105358,15.9832258,14.7382011,-27.0654659,22,-999,-999,0,11.0256233,-6.60051727,5.90294743,14.5984459,-1.35315526,-0.571653426,22,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.740604281,-0.258140147,-70.168396,6,1,-167.160736,0,3.18082142,0.124406211,1.99612701,1169.83582,-7.88520718,9.62929726,2.48898602,0,0,3
102051,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-22.7894745,51.8947372,12.2482815,13.7042065,15.2553101,-25.7805748,22,-999,-999,0,12.4411774,-7.05882263,3.38636637,13.57623,-1.35315526,-0.571653426,22,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.740604281,-0.258140147,-70.168396,6,1,-167.160736,0,3.18082142,0.124406211,1.99612701,1169.91711,-8.04527569,9.35198212,2.4219346,0,0,3
102056,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20,52.3333359,7.61932993,6.58622932,15,-26,22,-999,-999,0,12.4411774,-7.05882263,3.38636637,13.57623,-1.34355044,-0.574694276,22,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.766133785,-0.281285077,-72.8239822,6,1,-166.990707,0,3.10189962,0.206758976,1.9892838,1178.43359,-8.1838541,9.04444695,2.35355806,0,0,3
102061,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20,52.3333359,7.61932993,6.58622932,16.701704,-24.2718544,22,-999,-999,0,13.0606079,-6.93939209,3.22002769,13.4482727,-1.34355044,-0.574694276,22,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.766133785,-0.281285077,-72.8239822,6,1,-166.990707,0,3.10189962,0.206758976,1.9892838,1178.99976,-8.25972652,8.71109867,2.28992462,0,0,3
102066,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-24.173912,50.9565201,12.7291307,15.6974163,17,-24,22,-999,-999,0,13.0606079,-6.93939209,3.22002769,13.4482727,-1.30707359,-0.59387511,22,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.785313249,-0.267240345,-75.5802612,6,1,-166.831329,0,3.10810661,0.309776723,1.97586405,1172.72522,-8.30576897,8.33997726,2.22928286,0,0,3
102071,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-24.173912,50.9565201,12.7291307,15.6974163,17.1455593,-23.0656624,25,-999,-999,0,13.9926472,-7.00261497,3.22002769,13.6182785,-1.30707359,-0.59387511,22,4,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-0.785313249,-0.267240345,-75.5802612,6,1,-166.831329,0,3.10810661,0.309776723,1.97586405,1172.88062,-8.30717564,7.93556595,2.1723423,0,0,3
