I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,I53,I54,I55,I56,I57,I58,I59,I60,I61,I62,I63
86856,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-21.2166595,-4.08333206,-5.6233778,18.2681885,-999,-999,0,-999,-999,0,13.1016922,51.6101685,-14.8270969,19.435812,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0212998893,-0.226266265,87.5384293,6,0,-1.34347141,0,0.000735233247,0,0,1078.62219,-4.58623505,-0.473227561,1.16613686,-1,0,3
86861,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-21.2166595,-4.08333206,-5.6233778,18.2681885,-999,-999,0,-999,-999,0,13.5178604,51.696434,-15.0034008,19.2066345,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0212998893,-0.226266265,87.5384293,6,0,-1.34347141,0,0.000735233247,0,0,1078.30359,-4.64270735,-0.514444172,1.19430959,-1,0,3
86866,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-21.2166595,-4.08333206,-5.6233778,18.2681885,-999,-999,0,-999,-999,0,13.5178604,51.696434,-15.0034008,19.2066345,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0205656458,-0.226200148,87.5947113,6,0,-1.343472,0,0.00274744723,0,0,1073.62207,-4.69578266,-0.540333748,1.22390735,-1,0,3
86871,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-21.2166595,-4.08333206,-5.6233778,18.2681885,-999,-999,0,-999,-999,0,13.5178604,51.696434,-15.0034008,19.2066345,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0205656458,-0.226200148,87.5947113,6,0,-1.343472,0,0.00274744723,0,0,1073.05261,-4.73979998,-0.569801748,1.25204194,-1,0,3
86876,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-19.4827576,-4.46551895,-3.84035397,17.7438164,-999,-999,0,-999,-999,0,13.8688431,51.8524551,-14.3356209,20.2205067,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.022793185,-0.214517131,89.0218735,6,0,-1.3434633,0,0.00121711928,0,0,1071.57117,-4.78174305,-0.604607463,1.27684295,-1,0,3
86881,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.1754379,-4.71929932,-7.64328671,17.0145817,-999,-999,0,-999,-999,0,13.9166718,52.0500031,-14.9209747,20.0580273,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.022793185,-0.214517131,89.0218735,6,0,-1.3434633,0,0.00121711928,0,0,1070.95483,-4.83376122,-0.645079374,1.30132604,-1,0,3
86886,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.1754379,-4.71929932,-7.64328671,17.0145817,-999,-999,0,-999,-999,0,13.9166718,52.0500031,-14.9209747,20.0580273,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0241956674,-0.217798978,86.9219284,6,0,-1.34345698,0,0.000539183849,0,0,1070.48254,-4.88219404,-0.678127289,1.33217776,-1,0,3
86891,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.4259262,-4.94444275,-8.86169624,16.5796223,-999,-999,0,-999,-999,0,13.9508133,52.1967163,-15.1106348,19.6114044,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0241956674,-0.217798978,86.9219284,6,0,-1.34345698,0,0.000539183849,0,0,1069.88147,-4.94332981,-0.715306818,1.3626008,-1,0,3
86896,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.4259262,-4.94444275,-8.86169624,16.5796223,-999,-999,0,-999,-999,0,13.9508133,52.1967163,-15.1106348,19.6114044,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0249622893,-0.218487084,86.3010635,6,0,-1.34345055,0,0.000238858454,0,0,1073.8103,-5.01018476,-0.753590047,1.39235854,-1,0,3
86901,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.370369,-5.16666794,-7.32832289,16.4047451,-999,-999,0,-999,-999,0,14.5172424,52.3620682,-15.7107849,19.796011,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0249622893,-0.218487084,86.3010635,6,0,-1.34345055,0,0.000238858454,0,0,1073.48071,-5.06609249,-0.787243426,1.42306817,-1,0,3
86906,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.370369,-5.16666794,-7.32832289,16.4047451,-999,-999,0,-999,-999,0,14.5172424,52.3620682,-15.7107849,19.796011,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0269563068,-0.220502794,86.8969421,6,0,-1.343418,0,0.000105814303,0,0,1077.21729,-5.11445999,-0.821289897,1.44968164,-1,0,3
86911,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.0800018,-5.40000153,-4.45257139,15.0904951,-999,-999,0,-999,-999,0,15.0701752,52.5087738,-16.0671329,19.3028469,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0269563068,-0.220502794,86.8969421,6,0,-1.343418,0,0.000105814303,0,0,1077.12988,-5.1525178,-0.852008462,1.47668612,-1,0,3
86916,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-20.0800018,-5.40000153,-4.45257139,15.0904951,-999,-999,0,-999,-999,0,15.0701752,52.5087738,-16.0671329,19.3028469,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0287516899,-0.21941109,88.2800674,6,0,-1.34336877,0,4.68757353e-05,0,0,1071.63733,-5.19785929,-0.880233705,1.50738716,-1,0,3
86921,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-19.9583282,-5.66666412,-9.68638802,15.5451803,-999,-999,0,-999,-999,0,15.5593185,52.7627106,-16.0130539,19.7748318,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0287516899,-0.21941109,88.2800674,6,0,-1.34336877,0,4.68757353e-05,0,0,1071.23669,-5.25407791,-0.910020947,1.54135764,-1,0,3
86926,-999,-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,0,-19.9583282,-5.66666412,-9.68638802,15.5451803,-999,-999,0,-999,-999,0,15.5593185,52.7627106,-16.0130539,19.7748318,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0315416157,-0.219733745,86.0047836,6,0,-1.34334207,0,2.07659523e-05,0,0,1072.22205,-5.30557156,-0.94521445,1.58262122,-1,0,3
86931,-999,-999,0,-999,-999,0,-22.8571396,58.2142868,2.58372498,19.4310322,-999,-999,0,-999,-999,0,-19.9166641,-6.14583206,-10.340601,15.2113953,-999,-999,0,-999,-999,0,15.8644104,52.9152527,-15.8437157,20.0998573,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0315416157,-0.219733745,86.0047836,6,0,-1.34334207,0,2.07659523e-05,0,0,1071.90784,-5.35140276,-0.973862708,1.62085402,-1,0,3
86936,-999,-999,0,-999,-999,0,-22.8571396,58.2142868,2.58372498,19.4310322,-999,-999,0,-999,-999,0,-19.9166641,-6.14583206,-10.340601,15.2113953,-999,-999,0,-999,-999,0,15.8644104,52.9152527,-15.8437157,20.0998573,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00571203372,-0.241871193,85.6269913,7,0,-1.34026015,0,0.00485267723,0,0,1073.91162,-5.3816967,-1.00401103,1.65663481,-1,0,3
86941,-999,-999,0,-999,-999,0,-23.0869522,58.0652161,3.72089076,19.4182529,-999,-999,0,-999,-999,0,-19.7179489,-6.38461304,-6.69232416,12.0187426,-999,-999,0,-999,-999,0,15.9666748,53.1000061,-15.7536545,19.8997841,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00571203372,-0.241871193,85.6269913,7,0,-1.34026015,0,0.00485267723,0,0,1073.73779,-5.42071295,-1.03470325,1.69049978,-1,0,3
86946,-999,-999,0,-999,-999,0,-23.0869522,58.0652161,3.72089076,19.4182529,-999,-999,0,-999,-999,0,-19.7179489,-6.38461304,-6.69232416,12.0187426,-999,-999,0,-999,-999,0,15.9666748,53.1000061,-15.7536545,19.8997841,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00694542378,-0.241463289,87.3362427,7,0,-1.3352741,0,0.00214973628,0,0,1074.46924,-5.45420361,-1.06974161,1.72581756,-1,0,3
86951,-999,-999,0,-999,-999,0,-22.8958282,57.9583359,4.27323961,19.0288582,-999,-999,0,-999,-999,0,-19.8787842,-6.48484802,-11.2799625,10.5853748,-999,-999,0,-999,-999,0,16.1403503,53.1929855,-16.351923,19.6987057,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00694542378,-0.241463289,87.3362427,7,0,-1.3352741,0,0.00214973628,0,0,1074.3512,-5.47960424,-1.10685301,1.76150298,-1,0,3
86956,-999,-999,0,-999,-999,0,-22.8958282,57.9583359,4.27323961,19.0288582,-999,-999,0,-999,-999,0,-19.8787842,-6.48484802,-11.2799625,10.5853748,-999,-999,0,-999,-999,0,16.1403503,53.1929855,-16.351923,19.6987057,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00738903135,-0.240274847,85.9822617,7,0,-1.33261406,0,0.000952333212,0,0,1068.57544,-5.50689173,-1.14837444,1.79581583,-1,0,3
86961,-999,-999,0,-999,-999,0,-23.0188675,57.7735901,5.19681454,19.5732746,-999,-999,0,-999,-999,0,-19.5625,-6.875,-18.1866398,9.99734497,-999,-999,0,-999,-999,0,16.9454498,53.1818161,-16.8290577,19.2806034,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00738903135,-0.240274847,85.9822617,7,0,-1.33261406,0,0.000952333212,0,0,1068.12952,-5.51753044,-1.18845546,1.83313286,-1,0,3
86966,-999,-999,0,-999,-999,0,-23.0188675,57.7735901,5.19681454,19.5732746,-999,-999,0,-999,-999,0,-19.5625,-6.875,-18.1866398,9.99734497,-999,-999,0,-999,-999,0,16.9454498,53.1818161,-16.8290577,19.2806034,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00953056291,-0.242896244,84.1583099,7,0,-1.3326205,0,0.000421883626,0,0,1068.92468,-5.52247381,-1.24000037,1.86788714,-1,0,3
86971,-999,-999,0,-999,-999,0,-23.1730728,57.6730804,5.33563232,18.6701889,-999,-999,0,-999,-999,0,-18.9629593,-7.33333206,-9.12175369,8.33184242,-999,-999,0,-999,-999,0,17.0740738,53.370369,-16.6889935,19.1181335,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00953056291,-0.242896244,84.1583099,7,0,-1.3326205,0,0.000421883626,0,0,1068.55664,-5.54716921,-1.30263114,1.89491224,-1,0,3
86976,-999,-999,0,-999,-999,0,-23.1730728,57.6730804,5.33563232,18.6701889,-999,-999,0,-999,-999,0,-18.9629593,-7.33333206,-9.12175369,8.33184242,-999,-999,0,-999,-999,0,17.0740738,53.370369,-16.6889935,19.1181335,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0105048269,-0.241982505,87.2420731,7,0,-1.3326081,0,0.000186894467,0,0,1072.09583,-5.56928921,-1.37266362,1.93227124,-1,0,3
86981,-999,-999,0,-999,-999,0,-23.6851883,57.4444427,6.51330233,18.0633202,-999,-999,0,-999,-999,0,-18.6800003,-7.36000061,-9.66797256,7.5541954,-999,-999,0,-999,-999,0,17.3928604,53.5535736,-17.1332684,19.4479713,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0105048269,-0.241982505,87.2420731,7,0,-1.3326081,0,0.000186894467,0,0,1071.96045,-5.5864048,-1.4504869,1.97896135,-1,0,3
86986,-999,-999,0,-999,-999,0,-23.6851883,57.4444427,6.51330233,18.0633202,-999,-999,0,-999,-999,0,-18.6800003,-7.36000061,-9.66797256,7.5541954,-999,-999,0,-999,-999,0,17.3928604,53.5535736,-17.1332684,19.4479713,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00959929358,-0.244268909,87.4181595,7,0,-1.33257258,0,0.00250453316,0,0,1071.32922,-5.63117504,-1.56086659,2.02421618,-1,0,3
86991,-999,-999,0,-999,-999,0,-23.875,57.1785736,7.78318119,19.0677128,-999,-999,0,-999,-999,0,-26.5384598,-7.99999619,-9.40673351,7.20885134,-999,-999,0,-999,-999,0,17.4310303,53.7758636,-16.4394417,19.5603657,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.00959929358,-0.244268909,87.4181595,7,0,-1.33257258,0,0.00250453316,0,0,1071.1676,-5.67362928,-1.66625321,2.07013917,-1,0,3
86996,-999,-999,0,-999,-999,0,-23.875,57.1785736,7.78318119,19.0677128,-999,-999,0,-999,-999,0,-26.5384598,-7.99999619,-9.40673351,7.20885134,-999,-999,0,-999,-999,0,17.4310303,53.7758636,-16.4394417,19.5603657,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0127462819,-0.281793386,88.4735794,7,0,-1.33255148,0,0.00110950833,0,0,1071.52942,-5.71941948,-1.78107667,2.11914301,-1,0,3
87001,-999,-999,0,-999,-999,0,-23.6101685,57,7.34978676,19.2138538,-999,-999,0,-999,-999,0,-26.3333359,-8.27777863,-6.72813416,8.59117699,-999,-999,0,-999,-999,0,17.8421097,54.0526352,-17.567318,19.6082458,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0127462819,-0.281793386,88.4735794,7,0,-1.33255148,0,0.00110950833,0,0,1071.40137,-5.7859273,-1.89738524,2.16308141,-1,0,3
87006,-999,-999,0,-999,-999,0,-23.6964264,56.6607208,6.38399458,19.2521629,-999,-999,0,-999,-999,0,-26.1428528,-8.47618866,-9.31650829,9.85959625,-999,-999,0,-999,-999,0,18.1694946,54.1864395,-17.0354309,19.6781483,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0159896202,-0.2804977,88.0180435,7,0,-1.33254373,0,0.00291325105,0,0,1069.61816,-5.84699488,-2.00640154,2.20482683,-1,0,3
87011,-999,-999,0,-999,-999,0,-23.6964264,56.6607208,6.38399458,19.2521629,-999,-999,0,-999,-999,0,-26.1428528,-8.47618866,-9.31650829,9.85959625,-999,-999,0,-999,-999,0,18.1694946,54.1864395,-17.0354309,19.6781483,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0159896202,-0.2804977,88.0180435,7,0,-1.33254373,0,0.00291325105,0,0,1069.396,-5.90371418,-2.11266208,2.25459385,-1,0,3
87016,-999,-999,0,-999,-999,0,-23.6964264,56.6607208,6.38399458,19.2521629,-999,-999,0,-999,-999,0,-26.1428528,-8.47618866,-9.31650829,9.85959625,-999,-999,0,-999,-999,0,18.1694946,54.1864395,-17.0354309,19.6781483,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0118865604,-0.280430198,88.1104813,7,0,-1.3325361,0,0.00129057036,0,0,1070.59961,-5.96466637,-2.217834,2.30119658,-1,0,3
87021,-999,-999,0,-999,-999,0,-23.9322052,56.1864395,7.08877325,19.2013702,-999,-999,0,-999,-999,0,-23.2222214,-8.80555344,0.862292171,17.9180508,-999,-999,0,-999,-999,0,17.9830475,54.5932236,-18.4850998,20.3201809,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0118865604,-0.280430198,88.1104813,7,0,-1.3325361,0,0.00129057036,0,0,1070.46399,-6.03599119,-2.32323432,2.34076381,-1,0,3
87026,-999,-999,0,-999,-999,0,-23.7868881,55.9672089,7.15640736,19.4045124,-999,-999,0,-999,-999,0,-24.4054031,-9.10810852,0.327315211,16.3071766,-999,-999,0,-999,-999,0,17.8813553,55.0338974,-16.6762714,19.9413834,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0168535169,-0.269614756,-88.3603439,7,0,-1.3325218,0,0.00057172263,0,0,1072.17493,-6.11761761,-2.42156863,2.3809967,-1,0,3
87031,-999,-999,0,-999,-999,0,-23.7868881,55.9672089,7.15640736,19.4045124,-999,-999,0,-999,-999,0,-24.4054031,-9.10810852,0.327315211,16.3071766,-999,-999,0,-999,-999,0,17.8813553,55.0338974,-16.6762714,19.9413834,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0168535169,-0.269614756,-88.3603439,7,0,-1.3325218,0,0.00057172263,0,0,1072.14966,-6.21157742,-2.5176208,2.42149544,-1,0,3
87036,-999,-999,0,-999,-999,0,-24.2982483,55.4385986,6.15076065,19.4874439,-999,-999,0,-999,-999,0,-24.0285721,-9.45714188,0.24594526,13.4034729,-999,-999,0,-999,-999,0,18.7222214,55.1111145,-18.2826099,18.7879009,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0179059785,-0.268982023,-89.2370453,7,0,-1.33250487,0,0.000253273145,0,0,1063.35144,-6.30722857,-2.60620785,2.46370268,-1,0,3
87041,-999,-999,0,-999,-999,0,-24.2982483,55.4385986,6.15076065,19.4874439,-999,-999,0,-999,-999,0,-24.0285721,-9.45714188,0.24594526,13.4034729,-999,-999,0,-999,-999,0,18.7222214,55.1111145,-18.2826099,18.7879009,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0179059785,-0.268982023,-89.2370453,7,0,-1.33250487,0,0.000253273145,0,0,1062.81555,-6.37695456,-2.68226647,2.50952935,-1,0,3
87046,-999,-999,0,-999,-999,0,-24.3620682,55.1379318,6.18237305,18.4878979,-999,-999,0,-999,-999,0,-25.9333267,-9.83333206,-2.71379828,11.3690472,-999,-999,0,-999,-999,0,19.0925903,55.370369,-19.1513672,18.7892876,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0200468786,-0.278998464,89.6902237,7,0,-1.33250105,0,0.00011220001,0,0,1068.03088,-6.45930672,-2.75306821,2.56061029,-1,0,3
87051,-999,-999,0,-999,-999,0,-24.3620682,55.1379318,6.18237305,18.4878979,-999,-999,0,-999,-999,0,-25.9333267,-9.83333206,-2.71379828,11.3690472,-999,-999,0,-999,-999,0,19.0925903,55.370369,-19.1513672,18.7892876,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0200468786,-0.278998464,89.6902237,7,0,-1.33250105,0,0.00011220001,0,0,1067.83704,-6.56775904,-2.82539773,2.60809946,-1,0,3
87056,-999,-999,0,-999,-999,0,-25.245285,54.6981125,6.64699936,18.1717167,-999,-999,0,-999,-999,0,-24.84375,-10.03125,-10.4792929,13.3249016,-999,-999,0,-999,-999,0,19.0925903,55.370369,-19.1513672,18.7892876,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0182526968,-0.273746133,87.3714218,7,0,-1.33248127,0,4.97046094e-05,0,0,1063.8407,-6.68744278,-2.91001415,2.64796376,-1,0,3
87061,-999,-999,0,-999,-999,0,-25.245285,54.6981125,6.64699936,18.1717167,-999,-999,0,-999,-999,0,-24.84375,-10.03125,-10.4792929,13.3249016,-999,-999,0,-999,-999,0,19.0925903,55.370369,-19.1513672,18.7892876,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0182526968,-0.273746133,87.3714218,7,0,-1.33248127,0,4.97046094e-05,0,0,1063.42786,-6.79762602,-2.98366642,2.68400168,-1,0,3
87066,-999,-999,0,-999,-999,0,-25.727272,54.2181778,7.33360863,18.6966991,-999,-999,0,-999,-999,0,-23.9629593,-10.2222214,-16.3643684,14.340373,-999,-999,0,-999,-999,0,19.7407379,55.870369,-18.4687119,19.529789,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0205002669,-0.271674067,86.1772385,7,0,-1.33243835,0,2.20191414e-05,0,0,1065.99304,-6.88070679,-3.04516339,2.72340178,-1,0,3
87071,-999,-999,0,-999,-999,0,-25.727272,54.2181778,7.33360863,18.6966991,-999,-999,0,-999,-999,0,-23.9629593,-10.2222214,-16.3643684,14.340373,-999,-999,0,-999,-999,0,19.7407379,55.870369,-18.4687119,19.529789,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0205002669,-0.271674067,86.1772385,7,0,-1.33243835,0,2.20191414e-05,0,0,1065.75867,-6.96013498,-3.09580588,2.76157618,-1,0,3
87076,-999,-999,0,-999,-999,0,-25.7678528,53.7142944,6.01994467,19.3747921,-999,-999,0,-999,-999,0,-22.1111069,-11.7222214,-6.43852472,9.84576035,-999,-999,0,-999,-999,0,20.4107208,56.196434,-17.9344158,19.6299419,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.029050909,-0.264268756,89.2911835,7,0,-1.33242285,0,0.00243149349,0,0,1070.56104,-7.02756214,-3.13660121,2.80298686,-1,0,3
87081,-999,-999,0,-999,-999,0,-25.7678528,53.7142944,6.01994467,19.3747921,-999,-999,0,-999,-999,0,-22.1111069,-11.7222214,-6.43852472,9.84576035,-999,-999,0,-999,-999,0,20.4107208,56.196434,-17.9344158,19.6299419,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.029050909,-0.264268756,89.2911835,7,0,-1.33242285,0,0.00243149349,0,0,1070.62366,-7.08234406,-3.17268085,2.8385675,-1,0,3
87086,-999,-999,0,-999,-999,0,-26.1228027,53.403511,6.49183321,19.088131,-999,-999,0,-999,-999,0,-24.15625,-11.78125,-5.31956005,15.9764881,-999,-999,0,-999,-999,0,20.8076935,56.2884674,-18.5214825,18.588829,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0306830127,-0.274173707,89.7216492,7,0,-1.33242989,0,0.00107715174,0,0,1065.91003,-7.12518549,-3.20331764,2.87417197,-1,0,3
87091,-999,-999,0,-999,-999,0,-26.1228027,53.403511,6.49183321,19.088131,-999,-999,0,-999,-999,0,-24.15625,-11.78125,-5.31956005,15.9764881,-999,-999,0,-999,-999,0,20.8076935,56.2884674,-18.5214825,18.588829,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0306830127,-0.274173707,89.7216492,7,0,-1.33242989,0,0.00107715174,0,0,1065.69434,-7.1494236,-3.22762895,2.90527534,-1,0,3
87096,-999,-999,0,-999,-999,0,-26.1355896,53.2203369,6.98274088,19.3623657,-999,-999,0,-999,-999,0,-25.2702713,-11.7567558,-3.596596,17.3734913,-999,-999,0,-999,-999,0,21.2352982,56.2352982,-18.5654793,18.1226311,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0314136781,-0.27942434,-89.4001389,7,0,-1.33200979,0,0.000477178226,0,0,1061.60742,-7.16960239,-3.24420118,2.94078016,-1,0,3
87101,-999,-999,0,-999,-999,0,-26.1355896,53.2203369,6.98274088,19.3623657,-999,-999,0,-999,-999,0,-25.2702713,-11.7567558,-3.596596,17.3734913,-999,-999,0,-999,-999,0,21.2352982,56.2352982,-18.5654793,18.1226311,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0314136781,-0.27942434,-89.4001389,7,0,-1.33200979,0,0.000477178226,0,0,1061.16907,-7.16069412,-3.2513721,2.97507524,-1,0,3
87106,-999,-999,0,-999,-999,0,-26.1724167,53.0517273,6.57653046,18.7783298,-999,-999,0,-999,-999,0,-28.7777786,-11.6666641,-5.81847334,17.9560776,-999,-999,0,-999,-999,0,21.7083359,56.375,-20.002737,17.5457211,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0347963236,-0.298410892,89.382164,7,0,-1.32746959,0,0.000211389968,0,0,1061.78577,-7.14170551,-3.2582469,3.0042274,-1,0,3
87111,-999,-999,0,-999,-999,0,-26.1724167,53.0517273,6.57653046,18.7783298,-999,-999,0,-999,-999,0,-28.7777786,-11.6666641,-5.81847334,17.9560776,-999,-999,0,-999,-999,0,21.7083359,56.375,-20.002737,17.5457211,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0347963236,-0.298410892,89.382164,7,0,-1.32746959,0,0.000211389968,0,0,1061.41431,-7.11353874,-3.26528549,3.03466392,-1,0,3
87116,-999,-999,0,-999,-999,0,-26.4464264,52.9107208,5.90054131,18.5780296,-999,-999,0,-999,-999,0,-28.6304321,-11.717392,-6.51309586,18.2214737,-999,-999,0,-999,-999,0,22,56.4897919,-18.8774681,18.0960121,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0372736901,-0.302609056,89.4680405,7,0,-1.32745361,0,9.36457582e-05,0,0,1066.7655,-7.06801224,-3.27215958,3.06402779,-1,0,3
87121,-999,-999,0,-999,-999,0,-26.4464264,52.9107208,5.90054131,18.5780296,-999,-999,0,-999,-999,0,-28.6304321,-11.717392,-6.51309586,18.2214737,-999,-999,0,-999,-999,0,22,56.4897919,-18.8774681,18.0960121,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0372736901,-0.302609056,89.4680405,7,0,-1.32745361,0,9.36457582e-05,0,0,1066.73291,-7.01801825,-3.28243208,3.09104919,-1,0,3
87126,-999,-999,0,-999,-999,0,-26.4464264,52.9107208,5.90054131,18.5780296,-999,-999,0,-999,-999,0,-28.6304321,-11.717392,-6.51309586,18.2214737,-999,-999,0,-999,-999,0,22,56.4897919,-18.8774681,18.0960121,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0381176956,-0.306582063,89.5325317,7,0,-1.32743013,0,4.14850729e-05,0,0,1073.73523,-6.97062016,-3.29831386,3.12339091,-1,0,3
87131,-999,-999,0,-999,-999,0,-26.9019547,52.7058868,5.45451117,17.6327782,-999,-999,0,-999,-999,0,-26.7321396,-11.7321396,-7.09336376,16.9993706,-999,-999,0,-999,-999,0,22.2448959,56.4489746,-18.8755283,18.3073673,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.0381176956,-0.306582063,89.5325317,7,0,-1.32743013,0,4.14850729e-05,0,0,1074.11462,-6.91589975,-3.31285977,3.15102935,-1,0,3
87136,-999,-999,0,-999,-999,0,-26.6226425,52.56604,4.34465218,17.9078178,-999,-999,0,-999,-999,0,-26.7457657,-11.8305092,-7.09965372,16.8752365,-999,-999,0,-999,-999,0,22.2244873,56.591835,-17.9062901,18.0235958,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,-999,-999,0,0,0.040990822,-0.299638391,89.2536087,7,0,-1.32740128,0,1.83778884e-05,0,0,1068.17908,-6.85361528,-3.33254194,3.18039393,-1,0,3
